taxa	CL3	CC1	SV1	M31Fcsw	M11Fcsw	M31Plmr	M11Plmr	F21Plmr	M31Tong	M11Tong	LMEpi24M	SLEpi20M	AQC1cm	AQC4cm	AQC7cm	NP2	NP3	NP5	TRRsed1	TRRsed2	TRRsed3	TS28	TS29	Even1	Even2	Even3
X98983	2	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X101669	26	417	3	1	0	6	27	2	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0
X204284	60	201	39	0	0	10	71	22	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0
X501795	0	3	77	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X207298	17	33	513	0	0	2	15	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
X516593	5	24	127	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X154684	17	29	185	0	0	1	18	6	0	0	0	0	5	0	3	0	6	0	0	1	0	0	0	0	1	1
X243943	19	81	65	0	0	10	19	16	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0
X101852	15	23	12	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
X325277	1	39	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X167263	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X563475	13	122	36	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
X214797	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X360170	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X151383	8	30	218	0	0	18	11	21	0	0	0	0	1	0	0	0	0	0	2	9	0	0	0	0	0	1
X16538	3	10	29	0	0	14	8	2	0	0	1	0	16	26	11	0	0	0	0	0	0	0	0	0	0	0
X154113	6	12	82	0	0	12	67	23	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X236362	6	15	124	0	0	2	23	5	0	0	0	0	1	4	3	0	1	0	0	0	0	0	0	0	0	0
X12762	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X559914	11	62	96	1	0	4	41	0	0	0	0	1	0	0	0	0	85	0	0	1	0	0	0	0	0	0
X244158	3	3	10	0	0	2	1	1	0	0	0	0	2	9	11	0	0	0	2	7	0	0	0	0	0	0
X533951	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X286030	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X137567	0	18	77	0	0	8	2	0	0	0	0	0	4	0	0	0	1	0	1	4	1	0	0	0	0	0
X517399	2	0	1	0	0	35	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X12778	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12776	5	80	2	0	0	0	12	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
X257075	3	17	39	0	0	2	11	2	1	0	0	0	1	6	10	0	5	0	0	1	0	0	0	1	1	0
X264145	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X249247	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X251908	1	4	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X513390	9	174	14	0	0	17	41	9	0	0	0	0	6	1	0	0	0	0	0	0	1	0	0	0	2	1
X99516	5	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X45520	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X12789	21	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X140932	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X576124	3	37	23	0	0	1	6	4	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	1
X554391	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X574022	0	2	1	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X255749	2	7	38	0	0	6	32	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X166467	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X217144	1	31	46	0	0	14	47	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X414150	1	41	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X531515	15	76	109	0	0	12	64	19	0	0	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0
X365828	35	162	239	0	0	26	104	48	0	0	0	0	20	11	7	0	14	0	1	6	3	0	0	0	1	2
X197085	35	49	62	0	0	2	9	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
X295675	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X549557	0	24	20	0	0	1	11	9	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1
X213587	53	132	219	0	0	8	43	8	0	0	0	0	1	7	0	0	0	0	0	2	2	0	0	1	1	0
X12787	0	3	14	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X114316	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X246385	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X137878	6	52	82	0	1	31	111	95	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
X157872	3	55	24	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	14	1	0	0	0	0	0
X208818	9	154	42	0	0	6	80	39	0	1	0	5	0	1	0	0	0	0	0	2	0	0	0	0	1	1
X239739	6	9	132	0	0	3	35	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X218299	0	2	25	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X158804	9	84	28	0	0	8	47	8	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1
X32247	7	144	3	0	0	9	41	8	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
X305897	24	39	726	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	5
X248838	14	21	957	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
X411799	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X525694	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X340457	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X45777	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X591315	7	21	60	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
X248170	19	198	528	0	0	1	4	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	2	0
X584943	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X542225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X566820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	27	5	0	0	0	0	0
X200104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X275402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	19	13	0	0	0	0	0
X321069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
X134809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	21	8	0	0	0	0	0
X580386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
X517376	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
X534601	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
X587114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	11	0	0	0	0	0
X203278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0
X536016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X552440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	14	0	0	0	0	0
X591611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
X146727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
X350544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	11	1	0	0	0	0	0
X356778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	1	0	0	0	0	0
X571148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X354609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	3	0	0	0	0	0
X514700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
X210359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	29	28	0	0	0	0	0
X210533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
X169682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0
X575324	0	0	0	0	0	0	0	0	0	0	0	0	2	33	22	1	1	0	0	2	4	0	0	0	0	0
X271885	0	0	0	0	0	0	0	0	0	1	0	1	7	82	91	0	0	0	0	0	0	0	0	0	0	0
X67031	0	0	0	0	0	0	0	0	0	0	0	0	33	269	292	2	0	0	0	1	0	0	0	1	0	0
X154599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X525820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X517129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	6	0	0	0	0	0
X315608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
X103163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	55	0	0	0	0	0	0	0	0
X12812	6	14	9	7	13	7	12	12	1888	115	38	23	302	632	94	15527	15682	161687	297	36	17	28	14	44	15	31
X335721	1	0	0	0	0	1	0	0	1	0	0	0	0	9	0	202	1	63	0	0	0	0	0	0	1	0
X241082	0	1	0	0	1	0	0	0	2	0	1	0	3	30	9	898	0	215	0	3	0	0	0	1	0	1
X349592	1	0	1	0	0	1	1	1	24	2	0	4	6	49	11	1739	41	2906	8	2	0	1	1	5	0	0
X583854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
X566562	50	56	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X102750	48	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X564553	3	2	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X510433	93	174	680	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
X569556	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X94227	0	2	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X251247	0	0	0	0	0	0	0	0	0	0	0	0	25	22	13	1	0	0	0	0	0	0	0	0	0	0
X161544	7	31	6	0	0	0	0	0	0	0	0	0	9	8	12	0	0	0	0	0	0	0	0	0	1	0
X255515	10	84	110	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X562332	66	20	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
X94128	16	31	276	0	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X538728	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X225849	58	77	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X562817	0	8	199	0	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
X585514	0	5	137	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1
X328654	5	6	26	0	0	0	2	0	0	0	0	0	3	5	6	0	0	1	1	0	0	0	0	0	0	0
X512499	4	16	9	0	0	0	0	0	0	0	0	0	41	50	44	0	0	0	0	0	0	1	0	1	1	0
X160075	5	11	1	0	0	0	0	1	0	0	0	0	36	56	67	0	0	0	0	0	0	0	0	0	0	0
X222905	0	19	0	0	0	1	0	0	0	0	0	0	13	23	17	0	0	0	0	0	0	1	0	0	0	0
X210507	1	2	2	0	0	0	0	0	0	0	0	1	25	27	12	0	0	0	3	1	0	0	0	1	0	0
X219366	0	29	7	0	0	0	1	0	0	0	4	0	1	5	7	1	0	0	2	0	0	0	0	0	0	0
X511430	0	0	0	0	0	0	0	0	1	0	0	0	27	11	6	0	0	0	0	0	0	0	0	0	0	0
X543676	20	92	0	0	0	0	0	0	0	0	0	0	104	71	51	0	0	0	0	0	0	0	0	0	2	0
X591444	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X215846	2	7	2	0	0	0	0	0	1	0	1	50	290	414	498	1	0	0	0	0	1	0	0	1	0	0
X329012	0	3	5	0	0	0	5	0	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0
X145898	0	0	2	0	0	0	2	0	0	0	0	8	85	72	18	0	1	1	0	0	0	0	0	0	0	0
X540668	0	0	0	0	0	0	0	0	0	0	0	0	8	7	18	0	4	0	5	21	28	0	0	0	0	0
X543795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X538254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
X588313	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0
X236439	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
X155882	0	0	3	0	0	0	0	0	0	0	0	0	5	13	2	0	0	0	0	0	0	0	0	0	0	0
X592877	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X161055	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X145979	4	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	80	0	3	3	0	0	0	0	0
X229799	0	1	0	0	0	0	0	0	6	0	0	0	4	9	4	8	9	701	0	0	0	0	0	0	0	0
X155352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	2	0	0	0	0	0	0
X348047	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0
X11418	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X142032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X193862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
X203248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X270309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	41	16	0	0	0	0	0
X576054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
X550680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X554148	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	7	5	1	1	0	0	0	0	0	0
X272708	0	4	0	0	0	0	0	0	0	0	0	0	8	32	3	0	0	0	4	32	14	0	0	0	0	0
X156409	0	0	0	0	0	0	0	0	0	0	0	0	5	13	4	0	0	8	2	2	0	0	0	0	0	0
X344834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X330721	1	0	0	0	0	0	0	0	6	1	0	0	0	2	0	26	7	297	1	0	0	0	0	0	0	1
X313417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	13	0	1	0	0	0	0	0	0
X228452	0	0	13	0	1	0	0	0	3	0	0	1	3	13	4	272	11	427	0	10	2	0	0	1	1	0
X265482	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X215181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X187806	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
X289344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
X410072	38	82	46	0	0	0	0	0	0	0	0	0	24	13	8	0	1	0	0	3	0	0	0	0	0	1
X532624	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X553502	0	0	41	0	0	32	39	5	0	0	0	0	0	0	0	3	0	0	1	3	4	0	0	0	0	0
X243453	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
X574692	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X240178	3	2	201	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
X542020	12	11	191	0	0	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
X534888	10	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
X237548	28	308	16	0	0	1	0	0	1	0	0	0	2	21	16	0	0	0	0	1	0	0	0	1	3	0
X582749	1	0	25	0	0	1	1	0	0	0	0	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0
X578659	17	11	9	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
X250987	4	3	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0
X336584	0	4	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X56545	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
X24260	4	5	59	0	0	0	4	0	0	0	0	0	15	16	7	0	0	0	0	0	0	0	0	0	0	0
X518645	0	6	0	0	0	7	5	0	0	0	0	0	0	1	2	0	0	0	1	5	0	0	0	0	0	0
X317641	7	2	7	0	0	0	2	0	0	6	311	373	231	240	212	0	0	0	0	9	2	0	2	2	1	0
X174445	9	49	209	0	0	0	0	0	0	0	0	0	30	28	20	0	0	1	0	0	0	0	0	0	0	0
X222364	17	86	45	0	0	1	39	0	0	1	1	3	37	21	11	0	0	0	1	5	2	0	0	0	0	0
X223441	15	209	111	0	0	0	0	1	0	0	1	2	60	77	71	4	0	0	0	0	0	0	0	1	2	0
X207124	6	36	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
X215003	9	182	105	0	0	5	3	0	0	0	1	0	16	29	19	0	0	1	0	0	1	0	0	1	3	0
X256166	3	15	102	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
X333608	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X318902	63	32	425	0	0	0	0	1	0	2	0	0	1	1	7	0	0	0	0	0	0	0	0	0	1	0
X512041	237	399	473	0	0	2	2	6	1	0	9	1	50	81	60	1	1	1	1	0	0	0	0	2	2	2
X216128	81	184	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X217034	3	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X113586	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X112066	0	21	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
X128216	7	44	1	0	0	0	7	0	0	0	1	0	37	5	1	0	0	0	2	2	0	0	0	0	0	0
X65457	0	2	12	0	0	0	6	0	0	0	0	0	19	4	10	0	0	0	0	1	0	0	0	0	0	0
X153998	0	9	12	0	0	1	6	0	0	0	0	0	40	17	17	0	0	0	0	0	0	0	0	0	1	0
X517156	4	63	21	0	0	0	15	0	0	0	0	1	18	1	1	0	0	0	1	0	0	0	0	1	0	0
X265034	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X257150	1	4	19	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X533436	78	89	72	0	0	0	31	5	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0
X593462	38	48	90	0	0	19	13	0	0	0	0	1	32	11	12	0	0	0	0	0	0	0	0	0	1	1
X261988	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X343298	51	17	10	0	0	0	2	9	1	0	0	0	3	3	0	0	0	0	0	1	0	0	0	1	0	0
X509223	3	17	3	0	0	0	7	0	0	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	0	0
X245241	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X63126	0	11	34	0	0	0	0	0	0	0	0	0	3	7	1	0	1	0	0	0	1	0	0	0	0	0
X253229	1	20	44	0	0	0	0	0	0	0	0	0	17	17	9	0	0	1	0	2	0	0	0	0	0	0
X244549	16	202	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
X125157	7	23	60	0	0	0	0	0	0	0	4	1	28	94	57	0	0	2	0	0	0	0	0	2	0	1
X254262	14	418	45	0	0	0	18	0	0	0	0	1	5	29	15	0	0	0	0	0	0	0	0	0	1	0
X575662	4	17	165	0	0	0	0	0	1	0	9	0	32	96	52	0	0	0	0	0	0	0	0	1	0	0
X348982	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X212039	0	10	7	0	0	0	0	0	0	0	3	0	3	12	2	1	0	0	0	0	0	0	0	0	0	0
X563192	4	13	2	0	0	1	0	0	0	0	0	1	15	26	31	0	0	0	0	0	0	0	0	0	0	0
X570504	22	45	2	0	0	0	3	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
X314157	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X338423	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
X271012	1	2	0	0	0	0	0	0	0	1	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X160171	0	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X316756	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X572076	0	0	0	0	0	0	1	0	0	4	199	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0
X46548	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X332271	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X270810	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X588530	0	2	0	0	0	0	0	0	0	0	62	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X150770	0	0	0	0	0	0	0	0	0	0	6	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X161639	14	63	12	0	0	2	0	0	0	1	30	1	3	6	5	3	1	0	0	1	0	0	0	1	0	0
X550158	0	1	1	0	0	0	1	0	1	4	196	40	0	0	1	0	0	0	0	0	0	0	0	0	0	1
X550926	0	0	0	0	0	0	0	0	3	2	556	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X589088	0	0	3	0	1	0	0	0	7	48	3814	1	12	2	11	1	2	0	1	0	0	0	0	1	0	1
X310346	0	0	0	0	0	0	0	0	1	2	196	1	9	8	15	0	0	0	0	0	0	0	0	1	0	0
X325555	2	50	3	0	0	15	0	0	0	0	31	0	19	17	18	4	3	2	2	1	0	0	0	0	0	0
X563246	0	1	0	0	0	4	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0
X509624	7	41	62	0	0	3	4	4	1	0	5	1	85	171	105	1	6	0	3	8	1	0	0	4	0	0
X106504	0	0	0	0	0	0	0	0	0	3	64	27	1	0	0	0	0	0	0	0	0	0	0	1	0	0
X583303	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X298250	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	37	7	4	5	0	0	0	0	0	1
X276603	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	318	64	23	9	1	0	0	0	0	0
X554927	0	1	0	0	0	0	1	0	0	0	0	0	7	16	13	0	0	0	0	0	0	0	0	1	0	0
X581081	0	0	0	0	0	0	0	0	0	0	0	0	33	51	37	0	1	0	0	0	0	0	0	0	0	0
X140384	0	0	0	0	0	0	0	0	1	0	0	0	16	35	13	8	93	21	1	0	0	0	0	0	0	0
X113200	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X354357	0	2	6	0	0	0	0	0	0	0	2	1	54	125	78	0	0	1	1	0	0	0	1	1	0	0
X526161	4	23	33	0	0	0	6	4	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0
X534674	1	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
X236395	0	3	7	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
X282746	3	4	9	0	0	0	0	0	0	0	0	1	10	1	5	0	0	0	0	0	0	0	0	1	0	0
X113190	4	31	27	0	0	0	1	0	0	0	3	7	105	153	136	1	0	0	0	0	0	0	0	0	1	1
X221218	15	30	9	0	0	0	0	0	0	0	1	0	8	22	18	0	0	0	0	0	0	0	0	0	0	0
