taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
X12776	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X257075	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X264145	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X249247	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X251908	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X513390	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X99516	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalkalitolerans
X45520	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X12789	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalbus
X140932	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesalbus
X576124	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X554391	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X574022	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	NA
X255749	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioidesoleivorans
X166467	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X217144	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X414150	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X531515	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X365828	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X197085	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X295675	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X549557	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X213587	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X12787	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X114316	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X246385	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X137878	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X157872	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X208818	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X239739	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X218299	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	NA	NA
X158804	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	NA
X32247	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	NA
X305897	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella	Kribbellaaluminosa
X248838	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella	NA
X411799	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	NA
X525694	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	NA
X340457	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	NA
X45777	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	NA
X591315	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
X248170	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA
X584943	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X542225	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X566820	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X200104	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X275402	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X321069	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X134809	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X580386	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X517376	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X534601	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X587114	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X203278	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X536016	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X552440	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X591611	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X146727	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X350544	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X356778	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X571148	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X354609	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X514700	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X210359	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X210533	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X169682	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X575324	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X271885	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X67031	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X154599	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X525820	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X517129	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X315608	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X103163	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X12812	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X335721	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X241082	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X349592	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X583854	Bacteria	Actinobacteria	Actinobacteria	koll13	NA	NA	NA
X566562	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X102750	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X564553	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X510433	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X569556	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X94227	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X251247	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X161544	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X255515	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X562332	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X94128	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X538728	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X225849	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X562817	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X585514	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X328654	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X512499	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X160075	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X222905	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X210507	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X219366	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X511430	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X543676	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X591444	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X215846	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X329012	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X145898	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X540668	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Microthrixaceae	NA	NA
X543795	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	NA	NA
X538254	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	NA	NA
X588313	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	NA	NA
X236439	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	NA	NA
X155882	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3409c	NA	NA
X592877	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X161055	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	TK06	NA	NA
X145979	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	TK06	NA	NA
X229799	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ZA3612c	NA	NA
X155352	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ntu14	NA	NA
X348047	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	ntu14	NA	NA
X11418	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X142032	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	JdFBGBact	NA	NA
X193862	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	JdFBGBact	NA	NA
X203248	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	JdFBGBact	NA	NA
X270309	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	JdFBGBact	NA	NA
X576054	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	JdFBGBact	NA	NA
X550680	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	SC3-41	NA	NA
X554148	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	SC3-41	NA	NA
X272708	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X156409	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X344834	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X330721	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X313417	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X228452	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	wb1_P06	NA	NA
X265482	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X215181	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X187806	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X289344	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X410072	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X532624	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X553502	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X243453	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X574692	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X240178	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X542020	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X534888	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	AKIW874	NA	NA
X237548	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X582749	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X578659	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X250987	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X336584	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X56545	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X24260	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X518645	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X317641	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X174445	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X222364	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X223441	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X207124	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X215003	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X256166	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X333608	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X318902	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X512041	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X216128	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X217034	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X113586	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X112066	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X128216	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X65457	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X153998	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X517156	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	NA	NA
X265034	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X257150	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X533436	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X593462	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X261988	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X343298	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia	NA
X509223	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X245241	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X63126	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X253229	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X244549	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X125157	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X254262	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X575662	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X348982	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X212039	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X563192	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X570504	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X314157	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X338423	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X271012	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X160171	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X316756	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X572076	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X46548	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X332271	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X270810	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X588530	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X150770	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X161639	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X550158	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X550926	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X589088	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X310346	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X325555	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X563246	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X509624	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X106504	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X583303	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X298250	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X276603	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X554927	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X581081	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X140384	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X113200	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X354357	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X526161	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X534674	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X236395	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X282746	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X113190	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	CL500-29	NA	NA
X221218	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X161665	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X222011	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X557394	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X245969	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X217430	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X161090	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X160500	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X548077	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X232306	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X11398	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X229896	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X160333	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	NA	NA
X160517	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	NA	NA
X269564	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	NA	NA
X43490	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X156849	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X512880	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X63301	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X39131	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X13505	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X159923	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X11399	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X113475	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X11396	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X211564	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X263760	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X253790	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X539421	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	NA	NA	NA
X256498	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X529793	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X84258	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X562659	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X236284	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X279158	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X594448	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X155186	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X243610	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X257176	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X100157	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X255449	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X223447	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X348524	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X580487	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X534805	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X559205	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X350536	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X559985	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X156323	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X281116	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	EB1017	NA	NA
X257493	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	NA	NA
X260879	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	Euzebia	NA
X464059	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	Euzebia	NA
X585361	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	Euzebia	NA
X48363	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	Euzebia	NA
X354168	Bacteria	Actinobacteria	Actinobacteria	Euzebiales	Euzebiaceae	Euzebia	NA
X240287	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X248375	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X577683	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X55589	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X248619	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X251393	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X215928	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X224718	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X574576	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X128299	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X247022	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X555635	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X137747	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X512169	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X210792	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X591093	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X361471	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
X253573	Bacteria	Actinobacteria	Actinobacteria	0319-7L14	NA	NA	NA
